,calendarDate,isOpen,date
4446,2003/2/20,1,2003-02-20
4447,2003/2/21,1,2003-02-21
4448,2003/2/22,0,2003-02-22
4449,2003/2/23,0,2003-02-23
4450,2003/2/24,1,2003-02-24
4451,2003/2/25,1,2003-02-25
4452,2003/2/26,1,2003-02-26
4453,2003/2/27,1,2003-02-27
4454,2003/2/28,1,2003-02-28
4455,2003/3/1,0,2003-03-01
4456,2003/3/2,0,2003-03-02
4457,2003/3/3,1,2003-03-03
4458,2003/3/4,1,2003-03-04
4459,2003/3/5,1,2003-03-05
4460,2003/3/6,1,2003-03-06
4461,2003/3/7,1,2003-03-07
4462,2003/3/8,0,2003-03-08
4463,2003/3/9,0,2003-03-09
4464,2003/3/10,1,2003-03-10
4465,2003/3/11,1,2003-03-11
4466,2003/3/12,1,2003-03-12
4467,2003/3/13,1,2003-03-13
4468,2003/3/14,1,2003-03-14
4469,2003/3/15,0,2003-03-15
4470,2003/3/16,0,2003-03-16
4471,2003/3/17,1,2003-03-17
4472,2003/3/18,1,2003-03-18
4473,2003/3/19,1,2003-03-19
4474,2003/3/20,1,2003-03-20
4475,2003/3/21,1,2003-03-21
4476,2003/3/22,0,2003-03-22
4477,2003/3/23,0,2003-03-23
4478,2003/3/24,1,2003-03-24
4479,2003/3/25,1,2003-03-25
4480,2003/3/26,1,2003-03-26
4481,2003/3/27,1,2003-03-27
4482,2003/3/28,1,2003-03-28
4483,2003/3/29,0,2003-03-29
4484,2003/3/30,0,2003-03-30
4485,2003/3/31,1,2003-03-31
4486,2003/4/1,1,2003-04-01
4487,2003/4/2,1,2003-04-02
4488,2003/4/3,1,2003-04-03
4489,2003/4/4,1,2003-04-04
4490,2003/4/5,0,2003-04-05
4491,2003/4/6,0,2003-04-06
4492,2003/4/7,1,2003-04-07
4493,2003/4/8,1,2003-04-08
4494,2003/4/9,1,2003-04-09
4495,2003/4/10,1,2003-04-10
4496,2003/4/11,1,2003-04-11
4497,2003/4/12,0,2003-04-12
4498,2003/4/13,0,2003-04-13
4499,2003/4/14,1,2003-04-14
4500,2003/4/15,1,2003-04-15
4501,2003/4/16,1,2003-04-16
4502,2003/4/17,1,2003-04-17
4503,2003/4/18,1,2003-04-18
4504,2003/4/19,0,2003-04-19
4505,2003/4/20,0,2003-04-20
4506,2003/4/21,1,2003-04-21
4507,2003/4/22,1,2003-04-22
4508,2003/4/23,1,2003-04-23
4509,2003/4/24,1,2003-04-24
4510,2003/4/25,1,2003-04-25
4511,2003/4/26,0,2003-04-26
4512,2003/4/27,0,2003-04-27
4513,2003/4/28,1,2003-04-28
4514,2003/4/29,1,2003-04-29
4515,2003/4/30,1,2003-04-30
4516,2003/5/1,0,2003-05-01
4517,2003/5/2,0,2003-05-02
4518,2003/5/3,0,2003-05-03
4519,2003/5/4,0,2003-05-04
4520,2003/5/5,0,2003-05-05
4521,2003/5/6,0,2003-05-06
4522,2003/5/7,0,2003-05-07
4523,2003/5/8,0,2003-05-08
4524,2003/5/9,0,2003-05-09
4525,2003/5/10,0,2003-05-10
4526,2003/5/11,0,2003-05-11
4527,2003/5/12,1,2003-05-12
4528,2003/5/13,1,2003-05-13
4529,2003/5/14,1,2003-05-14
4530,2003/5/15,1,2003-05-15
4531,2003/5/16,1,2003-05-16
4532,2003/5/17,0,2003-05-17
4533,2003/5/18,0,2003-05-18
4534,2003/5/19,1,2003-05-19
4535,2003/5/20,1,2003-05-20
4536,2003/5/21,1,2003-05-21
4537,2003/5/22,1,2003-05-22
4538,2003/5/23,1,2003-05-23
4539,2003/5/24,0,2003-05-24
4540,2003/5/25,0,2003-05-25
4541,2003/5/26,1,2003-05-26
4542,2003/5/27,1,2003-05-27
4543,2003/5/28,1,2003-05-28
4544,2003/5/29,1,2003-05-29
4545,2003/5/30,1,2003-05-30
4546,2003/5/31,0,2003-05-31
4547,2003/6/1,0,2003-06-01
4548,2003/6/2,1,2003-06-02
4549,2003/6/3,1,2003-06-03
4550,2003/6/4,1,2003-06-04
4551,2003/6/5,1,2003-06-05
4552,2003/6/6,1,2003-06-06
4553,2003/6/7,0,2003-06-07
4554,2003/6/8,0,2003-06-08
4555,2003/6/9,1,2003-06-09
4556,2003/6/10,1,2003-06-10
4557,2003/6/11,1,2003-06-11
4558,2003/6/12,1,2003-06-12
4559,2003/6/13,1,2003-06-13
4560,2003/6/14,0,2003-06-14
4561,2003/6/15,0,2003-06-15
4562,2003/6/16,1,2003-06-16
4563,2003/6/17,1,2003-06-17
4564,2003/6/18,1,2003-06-18
4565,2003/6/19,1,2003-06-19
4566,2003/6/20,1,2003-06-20
4567,2003/6/21,0,2003-06-21
4568,2003/6/22,0,2003-06-22
4569,2003/6/23,1,2003-06-23
4570,2003/6/24,1,2003-06-24
4571,2003/6/25,1,2003-06-25
4572,2003/6/26,1,2003-06-26
4573,2003/6/27,1,2003-06-27
4574,2003/6/28,0,2003-06-28
4575,2003/6/29,0,2003-06-29
4576,2003/6/30,1,2003-06-30
4577,2003/7/1,1,2003-07-01
4578,2003/7/2,1,2003-07-02
4579,2003/7/3,1,2003-07-03
4580,2003/7/4,1,2003-07-04
4581,2003/7/5,0,2003-07-05
4582,2003/7/6,0,2003-07-06
4583,2003/7/7,1,2003-07-07
4584,2003/7/8,1,2003-07-08
4585,2003/7/9,1,2003-07-09
4586,2003/7/10,1,2003-07-10
4587,2003/7/11,1,2003-07-11
4588,2003/7/12,0,2003-07-12
4589,2003/7/13,0,2003-07-13
4590,2003/7/14,1,2003-07-14
4591,2003/7/15,1,2003-07-15
4592,2003/7/16,1,2003-07-16
4593,2003/7/17,1,2003-07-17
4594,2003/7/18,1,2003-07-18
4595,2003/7/19,0,2003-07-19
4596,2003/7/20,0,2003-07-20
4597,2003/7/21,1,2003-07-21
4598,2003/7/22,1,2003-07-22
4599,2003/7/23,1,2003-07-23
4600,2003/7/24,1,2003-07-24
4601,2003/7/25,1,2003-07-25
4602,2003/7/26,0,2003-07-26
4603,2003/7/27,0,2003-07-27
4604,2003/7/28,1,2003-07-28
4605,2003/7/29,1,2003-07-29
4606,2003/7/30,1,2003-07-30
4607,2003/7/31,1,2003-07-31
4608,2003/8/1,1,2003-08-01
4609,2003/8/2,0,2003-08-02
4610,2003/8/3,0,2003-08-03
4611,2003/8/4,1,2003-08-04
4612,2003/8/5,1,2003-08-05
4613,2003/8/6,1,2003-08-06
4614,2003/8/7,1,2003-08-07
4615,2003/8/8,1,2003-08-08
4616,2003/8/9,0,2003-08-09
4617,2003/8/10,0,2003-08-10
4618,2003/8/11,1,2003-08-11
4619,2003/8/12,1,2003-08-12
4620,2003/8/13,1,2003-08-13
4621,2003/8/14,1,2003-08-14
4622,2003/8/15,1,2003-08-15
4623,2003/8/16,0,2003-08-16
4624,2003/8/17,0,2003-08-17
4625,2003/8/18,1,2003-08-18
4626,2003/8/19,1,2003-08-19
4627,2003/8/20,1,2003-08-20
4628,2003/8/21,1,2003-08-21
4629,2003/8/22,1,2003-08-22
4630,2003/8/23,0,2003-08-23
4631,2003/8/24,0,2003-08-24
4632,2003/8/25,1,2003-08-25
4633,2003/8/26,1,2003-08-26
4634,2003/8/27,1,2003-08-27
4635,2003/8/28,1,2003-08-28
4636,2003/8/29,1,2003-08-29
4637,2003/8/30,0,2003-08-30
4638,2003/8/31,0,2003-08-31
4639,2003/9/1,1,2003-09-01
4640,2003/9/2,1,2003-09-02
4641,2003/9/3,1,2003-09-03
4642,2003/9/4,1,2003-09-04
4643,2003/9/5,1,2003-09-05
4644,2003/9/6,0,2003-09-06
4645,2003/9/7,0,2003-09-07
4646,2003/9/8,1,2003-09-08
4647,2003/9/9,1,2003-09-09
4648,2003/9/10,1,2003-09-10
4649,2003/9/11,1,2003-09-11
4650,2003/9/12,1,2003-09-12
4651,2003/9/13,0,2003-09-13
4652,2003/9/14,0,2003-09-14
4653,2003/9/15,1,2003-09-15
4654,2003/9/16,1,2003-09-16
4655,2003/9/17,1,2003-09-17
4656,2003/9/18,1,2003-09-18
4657,2003/9/19,1,2003-09-19
4658,2003/9/20,0,2003-09-20
4659,2003/9/21,0,2003-09-21
4660,2003/9/22,1,2003-09-22
4661,2003/9/23,1,2003-09-23
4662,2003/9/24,1,2003-09-24
4663,2003/9/25,1,2003-09-25
4664,2003/9/26,1,2003-09-26
4665,2003/9/27,0,2003-09-27
4666,2003/9/28,0,2003-09-28
4667,2003/9/29,1,2003-09-29
4668,2003/9/30,1,2003-09-30
4669,2003/10/1,0,2003-10-01
4670,2003/10/2,0,2003-10-02
4671,2003/10/3,0,2003-10-03
4672,2003/10/4,0,2003-10-04
4673,2003/10/5,0,2003-10-05
4674,2003/10/6,0,2003-10-06
4675,2003/10/7,0,2003-10-07
4676,2003/10/8,1,2003-10-08
4677,2003/10/9,1,2003-10-09
4678,2003/10/10,1,2003-10-10
4679,2003/10/11,0,2003-10-11
4680,2003/10/12,0,2003-10-12
4681,2003/10/13,1,2003-10-13
4682,2003/10/14,1,2003-10-14
4683,2003/10/15,1,2003-10-15
4684,2003/10/16,1,2003-10-16
4685,2003/10/17,1,2003-10-17
4686,2003/10/18,0,2003-10-18
4687,2003/10/19,0,2003-10-19
4688,2003/10/20,1,2003-10-20
4689,2003/10/21,1,2003-10-21
4690,2003/10/22,1,2003-10-22
4691,2003/10/23,1,2003-10-23
4692,2003/10/24,1,2003-10-24
4693,2003/10/25,0,2003-10-25
4694,2003/10/26,0,2003-10-26
4695,2003/10/27,1,2003-10-27
4696,2003/10/28,1,2003-10-28
4697,2003/10/29,1,2003-10-29
4698,2003/10/30,1,2003-10-30
4699,2003/10/31,1,2003-10-31
4700,2003/11/1,0,2003-11-01
4701,2003/11/2,0,2003-11-02
4702,2003/11/3,1,2003-11-03
4703,2003/11/4,1,2003-11-04
4704,2003/11/5,1,2003-11-05
4705,2003/11/6,1,2003-11-06
4706,2003/11/7,1,2003-11-07
4707,2003/11/8,0,2003-11-08
4708,2003/11/9,0,2003-11-09
4709,2003/11/10,1,2003-11-10
4710,2003/11/11,1,2003-11-11
4711,2003/11/12,1,2003-11-12
4712,2003/11/13,1,2003-11-13
4713,2003/11/14,1,2003-11-14
4714,2003/11/15,0,2003-11-15
4715,2003/11/16,0,2003-11-16
4716,2003/11/17,1,2003-11-17
4717,2003/11/18,1,2003-11-18
4718,2003/11/19,1,2003-11-19
4719,2003/11/20,1,2003-11-20
4720,2003/11/21,1,2003-11-21
4721,2003/11/22,0,2003-11-22
4722,2003/11/23,0,2003-11-23
4723,2003/11/24,1,2003-11-24
4724,2003/11/25,1,2003-11-25
4725,2003/11/26,1,2003-11-26
4726,2003/11/27,1,2003-11-27
4727,2003/11/28,1,2003-11-28
4728,2003/11/29,0,2003-11-29
4729,2003/11/30,0,2003-11-30
4730,2003/12/1,1,2003-12-01
4731,2003/12/2,1,2003-12-02
4732,2003/12/3,1,2003-12-03
4733,2003/12/4,1,2003-12-04
4734,2003/12/5,1,2003-12-05
4735,2003/12/6,0,2003-12-06
4736,2003/12/7,0,2003-12-07
4737,2003/12/8,1,2003-12-08
4738,2003/12/9,1,2003-12-09
4739,2003/12/10,1,2003-12-10
4740,2003/12/11,1,2003-12-11
4741,2003/12/12,1,2003-12-12
4742,2003/12/13,0,2003-12-13
4743,2003/12/14,0,2003-12-14
4744,2003/12/15,1,2003-12-15
4745,2003/12/16,1,2003-12-16
4746,2003/12/17,1,2003-12-17
4747,2003/12/18,1,2003-12-18
4748,2003/12/19,1,2003-12-19
4749,2003/12/20,0,2003-12-20
4750,2003/12/21,0,2003-12-21
4751,2003/12/22,1,2003-12-22
4752,2003/12/23,1,2003-12-23
4753,2003/12/24,1,2003-12-24
4754,2003/12/25,1,2003-12-25
4755,2003/12/26,1,2003-12-26
4756,2003/12/27,0,2003-12-27
4757,2003/12/28,0,2003-12-28
4758,2003/12/29,1,2003-12-29
4759,2003/12/30,1,2003-12-30
4760,2003/12/31,1,2003-12-31
4761,2004/1/1,0,2004-01-01
4762,2004/1/2,1,2004-01-02
4763,2004/1/3,0,2004-01-03
4764,2004/1/4,0,2004-01-04
4765,2004/1/5,1,2004-01-05
4766,2004/1/6,1,2004-01-06
4767,2004/1/7,1,2004-01-07
4768,2004/1/8,1,2004-01-08
4769,2004/1/9,1,2004-01-09
4770,2004/1/10,0,2004-01-10
4771,2004/1/11,0,2004-01-11
4772,2004/1/12,1,2004-01-12
4773,2004/1/13,1,2004-01-13
4774,2004/1/14,1,2004-01-14
4775,2004/1/15,1,2004-01-15
4776,2004/1/16,1,2004-01-16
4777,2004/1/17,0,2004-01-17
4778,2004/1/18,0,2004-01-18
4779,2004/1/19,0,2004-01-19
4780,2004/1/20,0,2004-01-20
4781,2004/1/21,0,2004-01-21
4782,2004/1/22,0,2004-01-22
4783,2004/1/23,0,2004-01-23
4784,2004/1/24,0,2004-01-24
4785,2004/1/25,0,2004-01-25
4786,2004/1/26,0,2004-01-26
4787,2004/1/27,0,2004-01-27
4788,2004/1/28,0,2004-01-28
4789,2004/1/29,1,2004-01-29
4790,2004/1/30,1,2004-01-30
4791,2004/1/31,0,2004-01-31
4792,2004/2/1,0,2004-02-01
4793,2004/2/2,1,2004-02-02
4794,2004/2/3,1,2004-02-03
4795,2004/2/4,1,2004-02-04
4796,2004/2/5,1,2004-02-05
4797,2004/2/6,1,2004-02-06
4798,2004/2/7,0,2004-02-07
4799,2004/2/8,0,2004-02-08
4800,2004/2/9,1,2004-02-09
4801,2004/2/10,1,2004-02-10
4802,2004/2/11,1,2004-02-11
4803,2004/2/12,1,2004-02-12
4804,2004/2/13,1,2004-02-13
4805,2004/2/14,0,2004-02-14
4806,2004/2/15,0,2004-02-15
4807,2004/2/16,1,2004-02-16
4808,2004/2/17,1,2004-02-17
4809,2004/2/18,1,2004-02-18
4810,2004/2/19,1,2004-02-19
4811,2004/2/20,1,2004-02-20
4812,2004/2/21,0,2004-02-21
4813,2004/2/22,0,2004-02-22
4814,2004/2/23,1,2004-02-23
4815,2004/2/24,1,2004-02-24
4816,2004/2/25,1,2004-02-25
4817,2004/2/26,1,2004-02-26
4818,2004/2/27,1,2004-02-27
4819,2004/2/28,0,2004-02-28
4820,2004/2/29,0,2004-02-29
4821,2004/3/1,1,2004-03-01
4822,2004/3/2,1,2004-03-02
4823,2004/3/3,1,2004-03-03
4824,2004/3/4,1,2004-03-04
4825,2004/3/5,1,2004-03-05
4826,2004/3/6,0,2004-03-06
4827,2004/3/7,0,2004-03-07
4828,2004/3/8,1,2004-03-08
4829,2004/3/9,1,2004-03-09
4830,2004/3/10,1,2004-03-10
4831,2004/3/11,1,2004-03-11
4832,2004/3/12,1,2004-03-12
4833,2004/3/13,0,2004-03-13
4834,2004/3/14,0,2004-03-14
4835,2004/3/15,1,2004-03-15
4836,2004/3/16,1,2004-03-16
4837,2004/3/17,1,2004-03-17
4838,2004/3/18,1,2004-03-18
4839,2004/3/19,1,2004-03-19
4840,2004/3/20,0,2004-03-20
4841,2004/3/21,0,2004-03-21
4842,2004/3/22,1,2004-03-22
4843,2004/3/23,1,2004-03-23
4844,2004/3/24,1,2004-03-24
4845,2004/3/25,1,2004-03-25
4846,2004/3/26,1,2004-03-26
4847,2004/3/27,0,2004-03-27
4848,2004/3/28,0,2004-03-28
4849,2004/3/29,1,2004-03-29
4850,2004/3/30,1,2004-03-30
4851,2004/3/31,1,2004-03-31
4852,2004/4/1,1,2004-04-01
4853,2004/4/2,1,2004-04-02
4854,2004/4/3,0,2004-04-03
4855,2004/4/4,0,2004-04-04
4856,2004/4/5,1,2004-04-05
4857,2004/4/6,1,2004-04-06
4858,2004/4/7,1,2004-04-07
4859,2004/4/8,1,2004-04-08
4860,2004/4/9,1,2004-04-09
4861,2004/4/10,0,2004-04-10
4862,2004/4/11,0,2004-04-11
4863,2004/4/12,1,2004-04-12
4864,2004/4/13,1,2004-04-13
4865,2004/4/14,1,2004-04-14
4866,2004/4/15,1,2004-04-15
4867,2004/4/16,1,2004-04-16
4868,2004/4/17,0,2004-04-17
4869,2004/4/18,0,2004-04-18
4870,2004/4/19,1,2004-04-19
4871,2004/4/20,1,2004-04-20
4872,2004/4/21,1,2004-04-21
4873,2004/4/22,1,2004-04-22
4874,2004/4/23,1,2004-04-23
4875,2004/4/24,0,2004-04-24
4876,2004/4/25,0,2004-04-25
4877,2004/4/26,1,2004-04-26
4878,2004/4/27,1,2004-04-27
4879,2004/4/28,1,2004-04-28
4880,2004/4/29,1,2004-04-29
4881,2004/4/30,1,2004-04-30
4882,2004/5/1,0,2004-05-01
4883,2004/5/2,0,2004-05-02
4884,2004/5/3,0,2004-05-03
4885,2004/5/4,0,2004-05-04
4886,2004/5/5,0,2004-05-05
4887,2004/5/6,0,2004-05-06
4888,2004/5/7,0,2004-05-07
4889,2004/5/8,0,2004-05-08
4890,2004/5/9,0,2004-05-09
4891,2004/5/10,1,2004-05-10
4892,2004/5/11,1,2004-05-11
4893,2004/5/12,1,2004-05-12
4894,2004/5/13,1,2004-05-13
4895,2004/5/14,1,2004-05-14
4896,2004/5/15,0,2004-05-15
4897,2004/5/16,0,2004-05-16
4898,2004/5/17,1,2004-05-17
4899,2004/5/18,1,2004-05-18
4900,2004/5/19,1,2004-05-19
4901,2004/5/20,1,2004-05-20
4902,2004/5/21,1,2004-05-21
4903,2004/5/22,0,2004-05-22
4904,2004/5/23,0,2004-05-23
4905,2004/5/24,1,2004-05-24
4906,2004/5/25,1,2004-05-25
4907,2004/5/26,1,2004-05-26
4908,2004/5/27,1,2004-05-27
4909,2004/5/28,1,2004-05-28
4910,2004/5/29,0,2004-05-29
4911,2004/5/30,0,2004-05-30
4912,2004/5/31,1,2004-05-31
4913,2004/6/1,1,2004-06-01
4914,2004/6/2,1,2004-06-02
4915,2004/6/3,1,2004-06-03
4916,2004/6/4,1,2004-06-04
4917,2004/6/5,0,2004-06-05
4918,2004/6/6,0,2004-06-06
4919,2004/6/7,1,2004-06-07
4920,2004/6/8,1,2004-06-08
4921,2004/6/9,1,2004-06-09
4922,2004/6/10,1,2004-06-10
4923,2004/6/11,1,2004-06-11
4924,2004/6/12,0,2004-06-12
4925,2004/6/13,0,2004-06-13
4926,2004/6/14,1,2004-06-14
4927,2004/6/15,1,2004-06-15
4928,2004/6/16,1,2004-06-16
4929,2004/6/17,1,2004-06-17
4930,2004/6/18,1,2004-06-18
4931,2004/6/19,0,2004-06-19
4932,2004/6/20,0,2004-06-20
4933,2004/6/21,1,2004-06-21
4934,2004/6/22,1,2004-06-22
4935,2004/6/23,1,2004-06-23
4936,2004/6/24,1,2004-06-24
4937,2004/6/25,1,2004-06-25
4938,2004/6/26,0,2004-06-26
4939,2004/6/27,0,2004-06-27
4940,2004/6/28,1,2004-06-28
4941,2004/6/29,1,2004-06-29
4942,2004/6/30,1,2004-06-30
4943,2004/7/1,1,2004-07-01
4944,2004/7/2,1,2004-07-02
4945,2004/7/3,0,2004-07-03
4946,2004/7/4,0,2004-07-04
4947,2004/7/5,1,2004-07-05
4948,2004/7/6,1,2004-07-06
4949,2004/7/7,1,2004-07-07
4950,2004/7/8,1,2004-07-08
4951,2004/7/9,1,2004-07-09
4952,2004/7/10,0,2004-07-10
4953,2004/7/11,0,2004-07-11
4954,2004/7/12,1,2004-07-12
4955,2004/7/13,1,2004-07-13
4956,2004/7/14,1,2004-07-14
4957,2004/7/15,1,2004-07-15
4958,2004/7/16,1,2004-07-16
4959,2004/7/17,0,2004-07-17
4960,2004/7/18,0,2004-07-18
4961,2004/7/19,1,2004-07-19
4962,2004/7/20,1,2004-07-20
4963,2004/7/21,1,2004-07-21
4964,2004/7/22,1,2004-07-22
4965,2004/7/23,1,2004-07-23
4966,2004/7/24,0,2004-07-24
4967,2004/7/25,0,2004-07-25
4968,2004/7/26,1,2004-07-26
4969,2004/7/27,1,2004-07-27
4970,2004/7/28,1,2004-07-28
4971,2004/7/29,1,2004-07-29
4972,2004/7/30,1,2004-07-30
4973,2004/7/31,0,2004-07-31
4974,2004/8/1,0,2004-08-01
4975,2004/8/2,1,2004-08-02
4976,2004/8/3,1,2004-08-03
4977,2004/8/4,1,2004-08-04
4978,2004/8/5,1,2004-08-05
4979,2004/8/6,1,2004-08-06
4980,2004/8/7,0,2004-08-07
4981,2004/8/8,0,2004-08-08
4982,2004/8/9,1,2004-08-09
4983,2004/8/10,1,2004-08-10
4984,2004/8/11,1,2004-08-11
4985,2004/8/12,1,2004-08-12
4986,2004/8/13,1,2004-08-13
4987,2004/8/14,0,2004-08-14
4988,2004/8/15,0,2004-08-15
4989,2004/8/16,1,2004-08-16
4990,2004/8/17,1,2004-08-17
4991,2004/8/18,1,2004-08-18
4992,2004/8/19,1,2004-08-19
4993,2004/8/20,1,2004-08-20
4994,2004/8/21,0,2004-08-21
4995,2004/8/22,0,2004-08-22
4996,2004/8/23,1,2004-08-23
4997,2004/8/24,1,2004-08-24
4998,2004/8/25,1,2004-08-25
4999,2004/8/26,1,2004-08-26
5000,2004/8/27,1,2004-08-27
5001,2004/8/28,0,2004-08-28
5002,2004/8/29,0,2004-08-29
5003,2004/8/30,1,2004-08-30
5004,2004/8/31,1,2004-08-31
5005,2004/9/1,1,2004-09-01
5006,2004/9/2,1,2004-09-02
5007,2004/9/3,1,2004-09-03
5008,2004/9/4,0,2004-09-04
5009,2004/9/5,0,2004-09-05
5010,2004/9/6,1,2004-09-06
5011,2004/9/7,1,2004-09-07
5012,2004/9/8,1,2004-09-08
5013,2004/9/9,1,2004-09-09
5014,2004/9/10,1,2004-09-10
5015,2004/9/11,0,2004-09-11
5016,2004/9/12,0,2004-09-12
5017,2004/9/13,1,2004-09-13
5018,2004/9/14,1,2004-09-14
5019,2004/9/15,1,2004-09-15
5020,2004/9/16,1,2004-09-16
5021,2004/9/17,1,2004-09-17
5022,2004/9/18,0,2004-09-18
5023,2004/9/19,0,2004-09-19
5024,2004/9/20,1,2004-09-20
5025,2004/9/21,1,2004-09-21
5026,2004/9/22,1,2004-09-22
5027,2004/9/23,1,2004-09-23
5028,2004/9/24,1,2004-09-24
5029,2004/9/25,0,2004-09-25
5030,2004/9/26,0,2004-09-26
5031,2004/9/27,1,2004-09-27
5032,2004/9/28,1,2004-09-28
5033,2004/9/29,1,2004-09-29
5034,2004/9/30,1,2004-09-30
5035,2004/10/1,0,2004-10-01
5036,2004/10/2,0,2004-10-02
5037,2004/10/3,0,2004-10-03
5038,2004/10/4,0,2004-10-04
5039,2004/10/5,0,2004-10-05
5040,2004/10/6,0,2004-10-06
5041,2004/10/7,0,2004-10-07
5042,2004/10/8,1,2004-10-08
5043,2004/10/9,0,2004-10-09
5044,2004/10/10,0,2004-10-10
5045,2004/10/11,1,2004-10-11
5046,2004/10/12,1,2004-10-12
5047,2004/10/13,1,2004-10-13
5048,2004/10/14,1,2004-10-14
5049,2004/10/15,1,2004-10-15
5050,2004/10/16,0,2004-10-16
5051,2004/10/17,0,2004-10-17
5052,2004/10/18,1,2004-10-18
5053,2004/10/19,1,2004-10-19
5054,2004/10/20,1,2004-10-20
5055,2004/10/21,1,2004-10-21
5056,2004/10/22,1,2004-10-22
5057,2004/10/23,0,2004-10-23
5058,2004/10/24,0,2004-10-24
5059,2004/10/25,1,2004-10-25
5060,2004/10/26,1,2004-10-26
5061,2004/10/27,1,2004-10-27
5062,2004/10/28,1,2004-10-28
5063,2004/10/29,1,2004-10-29
5064,2004/10/30,0,2004-10-30
5065,2004/10/31,0,2004-10-31
5066,2004/11/1,1,2004-11-01
5067,2004/11/2,1,2004-11-02
5068,2004/11/3,1,2004-11-03
5069,2004/11/4,1,2004-11-04
5070,2004/11/5,1,2004-11-05
5071,2004/11/6,0,2004-11-06
5072,2004/11/7,0,2004-11-07
5073,2004/11/8,1,2004-11-08
5074,2004/11/9,1,2004-11-09
5075,2004/11/10,1,2004-11-10
5076,2004/11/11,1,2004-11-11
5077,2004/11/12,1,2004-11-12
5078,2004/11/13,0,2004-11-13
5079,2004/11/14,0,2004-11-14
5080,2004/11/15,1,2004-11-15
5081,2004/11/16,1,2004-11-16
5082,2004/11/17,1,2004-11-17
5083,2004/11/18,1,2004-11-18
5084,2004/11/19,1,2004-11-19
5085,2004/11/20,0,2004-11-20
5086,2004/11/21,0,2004-11-21
5087,2004/11/22,1,2004-11-22
5088,2004/11/23,1,2004-11-23
5089,2004/11/24,1,2004-11-24
5090,2004/11/25,1,2004-11-25
5091,2004/11/26,1,2004-11-26
5092,2004/11/27,0,2004-11-27
5093,2004/11/28,0,2004-11-28
5094,2004/11/29,1,2004-11-29
5095,2004/11/30,1,2004-11-30
5096,2004/12/1,1,2004-12-01
5097,2004/12/2,1,2004-12-02
5098,2004/12/3,1,2004-12-03
5099,2004/12/4,0,2004-12-04
5100,2004/12/5,0,2004-12-05
5101,2004/12/6,1,2004-12-06
5102,2004/12/7,1,2004-12-07
5103,2004/12/8,1,2004-12-08
5104,2004/12/9,1,2004-12-09
5105,2004/12/10,1,2004-12-10
5106,2004/12/11,0,2004-12-11
5107,2004/12/12,0,2004-12-12
5108,2004/12/13,1,2004-12-13
5109,2004/12/14,1,2004-12-14
5110,2004/12/15,1,2004-12-15
5111,2004/12/16,1,2004-12-16
5112,2004/12/17,1,2004-12-17
5113,2004/12/18,0,2004-12-18
5114,2004/12/19,0,2004-12-19
5115,2004/12/20,1,2004-12-20
5116,2004/12/21,1,2004-12-21
5117,2004/12/22,1,2004-12-22
5118,2004/12/23,1,2004-12-23
5119,2004/12/24,1,2004-12-24
5120,2004/12/25,0,2004-12-25
5121,2004/12/26,0,2004-12-26
5122,2004/12/27,1,2004-12-27
5123,2004/12/28,1,2004-12-28
5124,2004/12/29,1,2004-12-29
5125,2004/12/30,1,2004-12-30
5126,2004/12/31,1,2004-12-31
5127,2005/1/1,0,2005-01-01
5128,2005/1/2,0,2005-01-02
5129,2005/1/3,0,2005-01-03
5130,2005/1/4,1,2005-01-04
5131,2005/1/5,1,2005-01-05
5132,2005/1/6,1,2005-01-06
5133,2005/1/7,1,2005-01-07
5134,2005/1/8,0,2005-01-08
5135,2005/1/9,0,2005-01-09
5136,2005/1/10,1,2005-01-10
5137,2005/1/11,1,2005-01-11
5138,2005/1/12,1,2005-01-12
5139,2005/1/13,1,2005-01-13
5140,2005/1/14,1,2005-01-14
5141,2005/1/15,0,2005-01-15
5142,2005/1/16,0,2005-01-16
5143,2005/1/17,1,2005-01-17
5144,2005/1/18,1,2005-01-18
5145,2005/1/19,1,2005-01-19
5146,2005/1/20,1,2005-01-20
5147,2005/1/21,1,2005-01-21
5148,2005/1/22,0,2005-01-22
5149,2005/1/23,0,2005-01-23
5150,2005/1/24,1,2005-01-24
5151,2005/1/25,1,2005-01-25
5152,2005/1/26,1,2005-01-26
5153,2005/1/27,1,2005-01-27
5154,2005/1/28,1,2005-01-28
5155,2005/1/29,0,2005-01-29
5156,2005/1/30,0,2005-01-30
5157,2005/1/31,1,2005-01-31
5158,2005/2/1,1,2005-02-01
5159,2005/2/2,1,2005-02-02
5160,2005/2/3,1,2005-02-03
5161,2005/2/4,1,2005-02-04
5162,2005/2/5,0,2005-02-05
5163,2005/2/6,0,2005-02-06
5164,2005/2/7,0,2005-02-07
5165,2005/2/8,0,2005-02-08
5166,2005/2/9,0,2005-02-09
5167,2005/2/10,0,2005-02-10
5168,2005/2/11,0,2005-02-11
5169,2005/2/12,0,2005-02-12
5170,2005/2/13,0,2005-02-13
5171,2005/2/14,0,2005-02-14
5172,2005/2/15,0,2005-02-15
5173,2005/2/16,1,2005-02-16
5174,2005/2/17,1,2005-02-17
5175,2005/2/18,1,2005-02-18
5176,2005/2/19,0,2005-02-19
5177,2005/2/20,0,2005-02-20
5178,2005/2/21,1,2005-02-21
5179,2005/2/22,1,2005-02-22
5180,2005/2/23,1,2005-02-23
5181,2005/2/24,1,2005-02-24
